#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  51
#! SET periodic_phi true
   -3.141592654    0.281500858   -6.059541351
   -3.018392942    0.000000000    1.499804939
   -2.895193230    0.649283157    8.874671026
   -2.771993518    2.133312082   14.779823120
   -2.648793806    4.214806824   18.449490378
   -2.525594094    6.582131338   19.430732365
   -2.402394382    8.894102907   17.495479171
   -2.279194670   10.800989775   12.937717561
   -2.155994958   12.009137551    6.330372148
   -2.032795246   12.326775600   -1.401231198
   -1.909595535   11.707708684   -8.522881474
   -1.786395823   10.348893158  -13.046935356
   -1.663196111    8.663430984  -13.794252820
   -1.539996399    7.112338825  -11.073378155
   -1.416796687    6.021411950   -6.580921075
   -1.293596975    5.511009361   -1.885427866
   -1.170397263    5.584257654    2.996200451
   -1.047197551    6.302597925    8.801517650
   -0.923997839    7.806812367   15.618788629
   -0.800798127   10.166934443   22.437398976
   -0.677598415   13.282221449   27.610459655
   -0.554398704   16.865759524   29.935277322
   -0.431198992   20.520923310   28.638156199
   -0.307999280   23.770848150   23.325089807
   -0.184799568   26.115002127   13.994553622
   -0.061599856   27.122758485    1.935405368
    0.061599856   26.612510034  -10.027629676
    0.184799568   24.798751837  -18.810103523
    0.307999280   22.196704429  -22.649048338
    0.431198992   19.414156781  -22.062334370
    0.554398704   16.877970484  -19.066432955
    0.677598415   14.745714460  -15.737235181
    0.800798127   12.983309506  -13.034181927
    0.923997839   11.526007817  -10.714787067
    1.047197551   10.378855064   -7.894605384
    1.170397263    9.643191470   -3.906660182
    1.293596975    9.477284284    1.330747623
    1.416796687   10.005931040    7.213216215
    1.539996399   11.247221367   12.613417732
    1.663196111   13.035650190   15.759495302
    1.786395823   14.974521981   14.855665316
    1.909595535   16.507166445    9.224741116
    2.032795246   17.115802422    0.207647228
    2.155994958   16.553859778   -9.250465433
    2.279194670   14.952582162  -16.279537666
    2.402394382   12.706337770  -19.721113498
    2.525594094   10.225333525  -20.419812549
    2.648793806    7.749827000  -19.803803208
    2.771993518    5.380537987  -18.654092440
    2.895193230    3.209786811  -16.466987179
    3.018392942    1.418393757  -12.292858710
