#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  51
#! SET periodic_phi true
   -3.141592654    0.000000000    1.632769767
   -3.018392942    0.756110727   10.101747239
   -2.895193230    2.322444289   14.565230261
   -2.771993518    4.169709605   14.712368062
   -2.648793806    5.841998994   12.150627904
   -2.525594094    7.154794100    9.264265001
   -2.402394382    8.189704114    7.765941724
   -2.279194670    9.129057259    7.520692084
   -2.155994958   10.015138834    6.520926328
   -2.032795246   10.614841766    2.481003959
   -1.909595535   10.501298286   -4.773600114
   -1.786395823    9.406870758  -12.842202054
   -1.663196111    7.468241061  -17.914182093
   -1.539996399    5.231135268  -17.502364265
   -1.416796687    3.376622852  -11.942047451
   -1.293596975    2.403272252   -3.728826176
   -1.170397263    2.471398175    4.637292300
   -1.047197551    3.500801309   11.773582768
   -0.923997839    5.316703870   17.424664917
   -0.800798127    7.748293799   21.757231415
   -0.677598415   10.630901701   24.704070422
   -0.554398704   13.767628972   25.850762442
   -0.431198992   16.899735741   24.513635973
   -0.307999280   19.684709768   20.153930687
   -0.184799568   21.743308357   12.734278876
   -0.061599856   22.751617069    3.345754962
    0.061599856   22.572111392   -6.136987439
    0.184799568   21.313880252  -14.004697940
    0.307999280   19.233436665  -19.368555955
    0.431198992   16.635819184  -22.528566324
    0.554398704   13.758721705  -23.973374090
    0.677598415   10.807919005  -23.689298775
    0.800798127    8.021622231  -21.127513224
    0.923997839    5.703442430  -16.152766635
    1.047197551    4.119738660   -9.459561562
    1.170397263    3.394337418   -2.404193927
    1.293596975    3.490016392    3.730132686
    1.416796687    4.256797637    8.515890748
    1.539996399    5.544925091   12.146866155
    1.663196111    7.214391666   14.694890806
    1.786395823    9.100122521   15.583947129
    1.909595535   10.953985655   14.005350223
    2.032795246   12.446509024    9.747317479
    2.155994958   13.266692108    3.230558245
    2.279194670   13.193935825   -4.625967725
    2.402394382   12.131589452  -12.616542634
    2.525594094   10.145775367  -19.372939744
    2.648793806    7.485367859  -23.279661245
    2.771993518    4.595554417  -22.858787459
    2.895193230    2.057989427  -17.618402899
    3.018392942    0.417949904   -8.593806286
